"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2017","Slovenia","Total","Median equivalised net income","Purchasing power standard (PPS)","15,217",""
"2017","Slovenia","Single person","Median equivalised net income","Euro","9,140",""
"2017","Slovenia","Single person","Median equivalised net income","National currency","9,140",""
"2017","Slovenia","Single person","Median equivalised net income","Purchasing power standard (PPS)","10,939",""
"2017","Slovenia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Slovenia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Slovenia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Slovenia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Slovenia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Slovenia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Slovenia","Single person with dependent children","Median equivalised net income","Euro","9,903",""
"2017","Slovenia","Single person with dependent children","Median equivalised net income","National currency","9,903",""
"2017","Slovenia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","11,853",""
"2017","Slovakia","Total","Median equivalised net income","Euro","7,183",""
"2017","Slovakia","Total","Median equivalised net income","National currency","7,183",""
"2017","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)","10,573",""
"2017","Slovakia","Single person","Median equivalised net income","Euro","5,785",""
"2017","Slovakia","Single person","Median equivalised net income","National currency","5,785",""
"2017","Slovakia","Single person","Median equivalised net income","Purchasing power standard (PPS)","8,515",""
"2017","Slovakia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Slovakia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Slovakia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Slovakia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Slovakia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Slovakia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Slovakia","Single person with dependent children","Median equivalised net income","Euro","4,997",""
"2017","Slovakia","Single person with dependent children","Median equivalised net income","National currency","4,997",""
"2017","Slovakia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","7,355",""
"2017","Finland","Total","Median equivalised net income","Euro","23,987",""
"2017","Finland","Total","Median equivalised net income","National currency","23,987",""
"2017","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)","19,804",""
"2017","Finland","Single person","Median equivalised net income","Euro","17,978",""
"2017","Finland","Single person","Median equivalised net income","National currency","17,978",""
"2017","Finland","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,843",""
"2017","Finland","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Finland","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Finland","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Finland","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Finland","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Finland","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Finland","Single person with dependent children","Median equivalised net income","Euro","18,481",""
"2017","Finland","Single person with dependent children","Median equivalised net income","National currency","18,481",""
"2017","Finland","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","15,258",""
"2017","Sweden","Total","Median equivalised net income","Euro","25,395",""
"2017","Sweden","Total","Median equivalised net income","National currency","240,466",""
"2017","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)","20,175",""
"2017","Sweden","Single person","Median equivalised net income","Euro","18,781",""
"2017","Sweden","Single person","Median equivalised net income","National currency","177,834",""
"2017","Sweden","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,920",""
"2017","Sweden","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2017","Sweden","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2017","Sweden","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Sweden","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2017","Sweden","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2017","Sweden","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2017","Sweden","Single person with dependent children","Median equivalised net income","Euro","17,466",""
"2017","Sweden","Single person with dependent children","Median equivalised net income","National currency","165,384",""
"2017","Sweden","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,875",""
"2017","United Kingdom","Total","Median equivalised net income","Euro","20,995","b"
"2017","United Kingdom","Total","Median equivalised net income","National currency","18,406","b"
"2017","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)","18,043","b"
"2017","United Kingdom","Single person","Median equivalised net income","Euro","17,536","b"
